bank_task_code;domain;pattern;group;subgroup;difficulty;source;title;task_description;solution_outline;common_mistakes;loaded_to_db_at
BANK_STAT_181;statistics;fisher_f_test;Assumption Tests;Homogeneity of Variance;1;AI;Назначение F-теста Фишера;Что проверяет F-тест Фишера для дисперсий? Сколько групп можно сравнивать?;Проверяет равенство дисперсий ДВУХ нормально распределённых групп. F = s²₁/s²₂ (большая дисперсия в числителе). df₁=n₁-1, df₂=n₂-2. Сильно чувствителен к нарушению нормальности;"Путают с ANOVA (там тоже F, но для средних); применяют для 3+ групп";2026-07-16 00:00:00
BANK_STAT_182;statistics;fisher_f_test;Assumption Tests;Homogeneity of Variance;2;AI;Расчёт F-теста;Группа 1: n=15, s²=25. Группа 2: n=20, s²=12. Проверь равенство дисперсий на α=0.05. Fкрит(14,19, 0.025)≈2.65.;F = 25/12 = 2.083. df=(14,19). Критическое F(14,19)≈2.65. 2.083 < 2.65 → не отвергаем H₀. Дисперсии статистически не значимо различаются. Можно использовать классический t-тест;"Забывают поставить большую дисперсию в числитель; путают критические значения для одно- и двустороннего";2026-07-16 00:00:00
BANK_STAT_183;statistics;fisher_f_test;Assumption Tests;Homogeneity of Variance;3;AI;Чувствительность к нормальности;Почему F-тест Фишера редко рекомендуют для проверки равенства дисперсий перед t-тестом? Какую альтернативу предлагают?;F-тест крайне чувствителен к отклонениям от нормальности. При малейшей ненормальности α сильно искажается (тест находит неравенство дисперсий там где его нет, или наоборот). Альтернативы: тест Левена (робастный) или тест Бартлетта (для нормальных данных). Левен рекомендуется по умолчанию;"Используют F-тест ""потому что он в учебниках""; не проверяют нормальность перед ним";2026-07-16 00:00:00
BANK_STAT_184;statistics;bartlett_test;Assumption Tests;Homogeneity of Variance;1;AI;Назначение теста Бартлетта;Что проверяет тест Бартлетта? Для какого числа групп он применяется?;Проверяет равенство дисперсий для 2+ групп. В отличие от F-теста, работает с произвольным числом групп. Статистика приблизительно следует χ²-распределению. Очень чувствителен к нарушению нормальности;"Путают с тестом Левена; применяют для ненормальных данных";2026-07-16 00:00:00
BANK_STAT_185;statistics;bartlett_test;Assumption Tests;Homogeneity of Variance;2;AI;Сравнение Бартлетта и Левена;Когда использовать Бартлетта, а когда Левена? В чём разница?;Бартлетт: мощнее Левена при СТРОГО нормальных данных, но очень чувствителен к отклонениям от нормальности. Левен: менее мощный при нормальности, но робастен к ненормальности. Рекомендация: Левен по умолчанию (или Fligner-Killeen для сильно ненормальных). Бартлетт — только если точно нормально;"Применяют Бартлетта всегда; не проверяют нормальность перед выбором теста";2026-07-16 00:00:00
BANK_STAT_186;statistics;bartlett_test;Assumption Tests;Homogeneity of Variance;3;AI;Статистика Бартлетта;Из чего состоит статистика теста Бартлетта? Почему она сравнивается с χ²-распределением?;Статистика Бартлетта комбинирует логарифмы групповых дисперсий, взвешенные по df. При больших n внутри групп и верной H₀ статистика ~ χ²(k-1). Сравнение с χ² асимптотическое, требует достаточно больших n в каждой группе;"Не понимают почему χ²; думают что тест точный для любых n";2026-07-16 00:00:00
BANK_STAT_187;statistics;fligner_killeen;Assumption Tests;Homogeneity of Variance;1;AI;Назначение теста Флигнера-Киллена;Когда применяется тест Флигнера-Киллена? В чём его преимущество?;Непараметрический тест для проверки равенства дисперсий в 2+ группах. Преимущество: не требует нормальности данных, робастен к выбросам и асимметрии. Основан на рангах абсолютных отклонений от медианы;"Путают с тестом на медианы; думают что это аналог Краскела-Уоллиса";2026-07-16 00:00:00
BANK_STAT_188;statistics;fligner_killeen;Assumption Tests;Homogeneity of Variance;2;AI;Выбор между Fligner-Killeen и Levene;Когда предпочесть тест Флигнера-Киллена тесту Левена?;Fligner-Killeen предпочтительнее при: 1) сильной асимметрии, 2) наличии выбросов, 3) малых выборках где нормальность не проверить. Левен может быть слишком либеральным или консервативным при этих условиях. FK — самый робастный из трёх (Bartlett, Levene, FK);"Всегда используют Левен; не знают что FK ещё робастнее";2026-07-16 00:00:00
BANK_STAT_189;statistics;fligner_killeen;Assumption Tests;Homogeneity of Variance;3;AI;Сравнение трёх тестов на равенство дисперсий;Расставь тесты Бартлетта, Левена и Флигнера-Киллена по: а) мощности при нормальности, б) робастности к ненормальности.;а) Мощность при нормальности: Бартлетт > Левен > Fligner-Killeen. б) Робастность к ненормальности: Fligner-Killeen > Левен > Бартлетт. На практике: если данные нормальны (подтверждено) → Бартлетт. Если нет → FK. Левен — компромисс;"Думают что Бартлетт всегда лучший; не учитывают trade-off мощности и робастности";2026-07-16 00:00:00
BANK_STAT_193;statistics;fisher_exact_test;Categorical Analysis;Independence Tests;1;AI;Когда применять точный тест Фишера;В какой ситуации применяют точный тест Фишера вместо χ²-теста?;При малых ожидаемых частотах: если хотя бы в одной ячейке таблицы 2×2 ожидаемая частота < 5. Или если общая выборка мала (n<20-30). Точный тест Фишера вычисляет точное p-value на основе гипергеометрического распределения, не полагаясь на асимптотику;"Применяют χ² при любых частотах; не проверяют условие применимости";2026-07-16 00:00:00
BANK_STAT_194;statistics;fisher_exact_test;Categorical Analysis;Independence Tests;2;AI;Односторонний Фишер;Можно ли использовать точный тест Фишера для односторонней гипотезы? Приведи пример.;Да. Пример: проверка что новое лекарство НЕ ХУЖЕ старого (односторонняя альтернатива). Таблица 2×2: улучшение/нет × новое/старое. Односторонний p-value считает вероятность наблюдать такую ИЛИ БОЛЕЕ ЭКСТРЕМАЛЬНУЮ таблицу в заданном направлении;"Используют только двусторонний; не знают про одностороннюю альтернативу";2026-07-16 00:00:00
BANK_STAT_195;statistics;fisher_exact_test;Categorical Analysis;Independence Tests;3;AI;Фишер для таблиц больше 2×2;Можно ли применить точный тест Фишера к таблице 3×3? Какие есть ограничения?;Да, обобщение — тест Фишера-Фримана-Холтона. Вычислительно очень сложен для больших таблиц (факториалы растут). На практике используют симуляцию Монте-Карло для аппроксимации p-value. Для таблиц >2×2 часто применяют χ² с симуляцией p-value если ожидаемые частоты малы;"Думают что Фишер только для 2×2; не знают про расширения";2026-07-16 00:00:00
BANK_STAT_196;statistics;scheffe_test;Parametric Analysis;Post-hoc Tests;1;AI;Назначение теста Шеффе;Когда применяют тест Шеффе? В чём его особенность по сравнению с Тьюки?;Применяют после ANOVA для любых линейных контрастов (не только попарных сравнений). Особенность: контролирует FWER для ВСЕХ ВОЗМОЖНЫХ контрастов (бесконечное множество), поэтому очень консервативен для попарных сравнений. Подходит для незапланированных сложных сравнений;"Применяют для попарных сравнений; не понимают что Тьюки мощнее для этой задачи";2026-07-16 00:00:00
BANK_STAT_197;statistics;scheffe_test;Parametric Analysis;Post-hoc Tests;2;AI;Шеффе vs Тьюки для попарных сравнений;Почему для попарных сравнений после ANOVA Тьюки предпочтительнее Шеффе?;Тьюки оптимизирован именно для всех попарных сравнений (k(k-1)/2 конкретных сравнений). Шеффе контролирует FWER для бесконечного множества контрастов → более строгая корректировка → шире доверительные интервалы → ниже мощность. Для попарных сравнений Тьюки всегда мощнее;"Выбирают Шеффе ""для надёжности""; теряют мощность";2026-07-16 00:00:00
BANK_STAT_198;statistics;scheffe_test;Parametric Analysis;Post-hoc Tests;3;AI;Пример сложного контраста для Шеффе;Приведи пример сравнения после ANOVA, для которого НЕЛЬЗЯ использовать Тьюки и НУЖЕН Шеффе.;Пример: сравнение среднего групп A и B с средним групп C, D и E: (μA+μB)/2 - (μC+μD+μE)/3. Это линейный контраст, но не попарное сравнение. Тьюки только для попарных. Шеффе позволяет тестировать любые такие контрасты с контролем FWER;"Пытаются использовать Тьюки для сложных контрастов; не знают что это некорректно";2026-07-16 00:00:00
BANK_STAT_202;statistics;chi_square_independence;Categorical Analysis;Independence Tests;1;AI;Основная идея χ² независимости;Что проверяет χ²-тест независимости? Сформулируй H₀ и H₁ словами.;H₀: два категориальных признака независимы (нет связи). H₁: признаки зависимы (есть связь). Тест сравнивает наблюдаемые частоты в таблице сопряжённости с ожидаемыми при независимости. Статистика: Σ((O-E)²/E). df = (r-1)(c-1);"Путают с χ²-тестом согласия (там один признак); путают H₀ и H₁ местами";2026-07-16 00:00:00
BANK_STAT_203;statistics;chi_square_independence;Categorical Analysis;Independence Tests;2;AI;Расчёт ожидаемых частот;Таблица 2×2: пол (М/Ж) × исход (успех/неудача). Всего 200 наблюдений: 80 мужчин (из них 30 успех), 120 женщин (из них 60 успех). Рассчитай ожидаемые частоты для всех ячеек при H₀ независимости.;Всего успехов = 90, неудач = 110. Ожидаемые: М-успех = 80×90/200 = 36. М-неудача = 80×110/200 = 44. Ж-успех = 120×90/200 = 54. Ж-неудача = 120×110/200 = 66. Проверка: суммы совпадают с маргинальными;"Забывают что ожидаемые считаются через маргинальные суммы; не проверяют что суммы совпадают";2026-07-16 00:00:00
BANK_STAT_204;statistics;chi_square_independence;Categorical Analysis;Independence Tests;3;AI;χ² и причинно-следственная связь;Можно ли на основе значимого χ²-теста независимости сделать вывод о причинно-следственной связи между признаками? Объясни почему.;Нет. χ²-тест показывает только наличие СТАТИСТИЧЕСКОЙ связи (зависимости), но не причинности. Связь может быть обусловлена: 1) скрытой переменной (confounder), 2) обратной причинностью, 3) случайным совпадением. Для причинности нужен экспериментальный дизайн или специальные методы (instrumental variables, DiD);"Делают вывод ""фактор X влияет на Y"" на основе только χ²; путают корреляцию и причинность";2026-07-16 00:00:00
BANK_STAT_205;statistics;variance_assessment;Assumption Tests;Homogeneity of Variance;1;AI;Зачем проверять равенство дисперсий;Почему перед t-тестом или ANOVA важно проверять равенство дисперсий? Что будет если не проверить?;Равенство дисперсий — одна из предпосылок классических t-теста и ANOVA. При неравных дисперсиях и неравных n увеличивается вероятность ошибки I рода (ложная значимость) или снижается мощность. Проверка позволяет выбрать корректный тест: классический, Welch или непараметрический;"Считают что это не важно; используют t-тест ""по умолчанию""";2026-07-16 00:00:00
BANK_STAT_206;statistics;variance_assessment;Assumption Tests;Homogeneity of Variance;2;AI;Выбор теста на равенство дисперсий;Перечисли три теста для проверки равенства дисперсий. Для каждого укажи: чувствительность к нормальности, число групп.;1) F-тест Фишера: только 2 группы, очень чувствителен к ненормальности. 2) Бартлетт: 2+ групп, чувствителен к ненормальности, мощный при нормальности. 3) Левен: 2+ групп, робастен к ненормальности. 4) Fligner-Killeen: 2+ групп, самый робастный, непараметрический;"Путают какой тест для какого числа групп; не учитывают робастность";2026-07-16 00:00:00
BANK_STAT_207;statistics;variance_assessment;Assumption Tests;Homogeneity of Variance;3;AI;Интерпретация p>0.05 для равенства дисперсий;Тест Левена дал p=0.12. Можно ли утверждать что дисперсии равны? Как это влияет на выбор теста?;Нельзя утверждать что дисперсии равны (отсутствие доказательств ≠ доказательство отсутствия). Но на практике при p>0.05 и разумных n применяют классический тест (t-test/ANOVA). Если сомневаемся или n малы — лучше перестраховаться и использовать Welch. Важно смотреть не только на p-value но и на соотношение дисперсий;"Говорят ""дисперсии равны"" на основе p>0.05; игнорируют величину различия дисперсий";2026-07-16 00:00:00
BANK_STAT_208;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;AI;Выбор теста для одной выборки;Дана одна выборка (n=30). Нужно сравнить среднее с эталонным значением 100. Какие тесты возможны? От чего зависит выбор?;Возможны: 1) одновыборочный t-тест (если σ неизвестна), 2) z-тест (если σ известна), 3) одновыборочный критерий Уилкоксона (ненормальные данные). Выбор зависит от: известна ли σ, нормальность данных (при n<30 критично);"Выбирают z-тест не проверив известна ли σ; применяют t-тест для любых данных";2026-07-16 00:00:00
BANK_STAT_209;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;2;AI;Выбор: t-test vs z-test vs Wilcoxon;Производитель утверждает что средний вес 500 г. Из прошлых данных σ=8 г известна. Выборка n=16. Данные скошены вправо. Какой тест выбрать?;σ известна → формально можно z-тест. НО: n=16 мало, данные ненормальны → z-тест может быть некорректен (ЦПТ не работает при малых n с асимметрией). Лучше: непараметрический одновыборочный Уилкоксон. Если бы n>50 — можно z-тест несмотря на асимметрию;"Автоматически выбирают z-тест при известной σ игнорируя нормальность; не учитывают что ЦПТ требует большого n";2026-07-16 00:00:00
BANK_STAT_210;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;3;AI;Сравнение t-test и знакового теста;Для одной выборки провели t-тест (p=0.06) и знаковый тест (p=0.02). Результаты различаются. Объясни возможную причину. Какой тест выбрать?;t-тест использует количественную информацию (величину отклонений), знаковый — только знак. Расхождение возможно если: 1) есть выбросы (t-тест чувствителен), 2) распределение асимметрично (t-тест некорректен). Выбор: если данные нормальны — t-тест мощнее. Если нет — знаковый тест надёжнее. Смотреть на распределение данных и выбросы;"Выбирают тест с меньшим p-value; не анализируют причину расхождения";2026-07-16 00:00:00
BANK_STAT_211;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;1;AI;Выбор: t-test или Welch;Две независимые группы, n₁=20, n₂=30. Данные нормальны в обеих группах. Как выбрать между t-тестом Стьюдента и Уэлча?;Проверить равенство дисперсий (F-тест или Левен). Если дисперсии равны → t-тест Стьюдента. Если различаются → Welch. Современная рекомендация: всегда использовать Welch (минимальная потеря мощности при равных дисперсиях, значительный выигрыш при неравных);"Проверяют дисперсии и если p>0.05 — используют Стьюдента; не знают что Welch можно всегда";2026-07-16 00:00:00
BANK_STAT_212;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;2;AI;Выбор при неравных n и разных дисперсиях;n₁=10, s₁=5. n₂=50, s₂=15. Данные нормальны. Какой тест: Стьюдент или Уэлч? Почему это важно?;Дисперсии разные (15²=225 vs 5²=25). n неравны, причём меньшая группа имеет МЕНЬШУЮ дисперсию. В этой ситуации классический t-тест будет КОНСЕРВАТИВЕН (α занижен, мощность ниже). Уэлч корректнее. Важно: если бы меньшая группа имела БОЛЬШУЮ дисперсию — классический t-test давал бы завышенный α;"Не проверяют дисперсии; не понимают как соотношение n и дисперсий влияет на ошибку";2026-07-16 00:00:00
BANK_STAT_213;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;3;AI;Выбор между параметрикой и непараметрикой;Две независимые группы, n₁=n₂=20. Данные — количество жалоб (0, 1, 2, 3...), распределение явно ненормально (много нулей, длинный хвост). Какой тест?;t-тест не подходит (ненормальность, дискретные данные). Mann-Whitney — возможен, но для счётных данных с избытком нулей может быть неоптимален. Варианты: 1) трансформация (log(x+1)) + t-test, 2) Пуассоновская/отрицательная биномиальная регрессия, 3) бутстреп. Mann-Whitney — приемлемый простой вариант;"Применяют t-тест ""потому что n>15""; не учитывают что ЦПТ плохо работает для счётных данных с избытком нулей";2026-07-16 00:00:00
BANK_STAT_214;statistics;paired_test_selection;Parametric Analysis;Paired Samples;1;AI;Парный t-test или двухвыборочный;Измерили давление у 15 пациентов до и после лечения. Какой тест выбрать: парный или двухвыборочный?;"Парный t-тест. Данные ЗАВИСИМЫ (одни и те же пациенты). Парный тест анализирует разности ""после - до"", исключая межиндивидуальную вариабельность. Двухвыборочный был бы некорректен и менее мощным";"Применяют двухвыборочный ""потому что две группы чисел""; игнорируют зависимость";2026-07-16 00:00:00
BANK_STAT_215;statistics;paired_test_selection;Parametric Analysis;Paired Samples;2;AI;Выбор: парный t-test или Wilcoxon;"Разности ""после-до"" для 10 пациентов. QQ-plot разностей показывает сильное отклонение от нормальности (один пациент с огромным улучшением). Какой тест?";Ненормальность разностей → парный t-тест некорректен (особенно при n=10). Выбор: парный критерий Уилкоксона. Он использует ранги модулей разностей, робастен к выбросам. Если бы n>50 — t-тест был бы приемлем из-за ЦПТ;"Применяют t-тест несмотря на ненормальность; не проверяют разности а только исходные данные";2026-07-16 00:00:00
BANK_STAT_216;statistics;paired_test_selection;Parametric Analysis;Paired Samples;3;AI;Выбор между Wilcoxon и sign test;"Разности ""после-до"" для 12 пациентов. Распределение разностей асимметрично. Какой тест: Уилкоксон или знаковый?";Уилкоксон предполагает СИММЕТРИЧНОСТЬ распределения разностей. При асимметрии — знаковый тест (sign test). Он не требует симметричности, использует только знак разности. Менее мощный, но более надёжный при нарушении предположений Уилкоксона;"Применяют Уилкоксон не проверив симметричность; не знают это ключевое предположение";2026-07-16 00:00:00
BANK_STAT_217;statistics;multiple_independent_test_selection;Parametric Analysis;Multiple Independent Groups;1;AI;Выбор: ANOVA или Краскел-Уоллис;Три независимые группы, n≈30 в каждой. Гистограммы показывают умеренную скошенность в двух группах. Какой тест?;При n≈30 ANOVA робастен к умеренной скошенности (ЦПТ). Но нужно проверить нормальность формально (Shapiro-Wilk) и дисперсии (Levene). Если p>0.05 по обоим → ANOVA. Если нормальность нарушена сильно → Kruskal-Wallis. При пограничной ситуации — Kruskal-Wallis для надёжности;"Выбирают ANOVA ""потому что три группы""; не проверяют предпосылки";2026-07-16 00:00:00
BANK_STAT_218;statistics;multiple_independent_test_selection;Parametric Analysis;Multiple Independent Groups;2;AI;Выбор между ANOVA и Welch ANOVA;Четыре группы, n от 15 до 40, нормальность подтверждена. Тест Левена дал p=0.01. Какой тест?;Дисперсии значимо различаются → классический ANOVA неприменим. Выбор: Welch ANOVA (не требует равных дисперсий) или Alexander-Govern test. Оба корректны. Welch ANOVA доступен в большинстве пакетов;"Продолжают с классическим ANOVA; не знают про Welch ANOVA";2026-07-16 00:00:00
BANK_STAT_219;statistics;multiple_independent_test_selection;Parametric Analysis;Multiple Independent Groups;3;AI;Выбор при нарушении всех предпосылок;Пять групп, n от 8 до 12. Данные сильно скошены, есть выбросы. Тесты на нормальность дают p<0.01. Дисперсии различаются. Какой тест?;Параметрические тесты неприменимы. Выбор: Kruskal-Wallis (непараметрический ANOVA). Он не требует нормальности, робастен к выбросам. Но: предполагает одинаковую форму распределений. При разных формах — осторожная интерпретация (различие может быть из-за разной формы, а не медиан). Альтернатива: бутстреп ANOVA;"Применяют ANOVA ""потому что так привыкли""; игнорируют нарушения предпосылок";2026-07-16 00:00:00
BANK_STAT_220;statistics;multiple_paired_test_selection;Parametric Analysis;Multiple Paired Groups;1;AI;Выбор: RM ANOVA или Фридман;Измерили время реакции у 20 человек в 4 условиях (повторные измерения). Данные нормальны. Какой тест?;Repeated measures ANOVA (RM ANOVA). Параметрический тест для 3+ зависимых групп. Учитывает корреляцию между повторными измерениями. Требует сферичности (проверить тестом Мочли);"Применяют обычный ANOVA для независимых групп; не учитывают что данные зависимы";2026-07-16 00:00:00
BANK_STAT_221;statistics;multiple_paired_test_selection;Parametric Analysis;Multiple Paired Groups;2;AI;Нарушение сферичности в RM ANOVA;RM ANOVA: тест Мочли дал p=0.003 (сферичность нарушена). Что делать?;При нарушении сферичности использовать корректировки степеней свободы: Greenhouse-Geisser (консервативная, GGe ε) или Huynh-Feldt (менее консервативная, HFe ε). Большинство пакетов выводят скорректированные p-value автоматически. Если GGe ε < 0.75 — использовать Greenhouse-Geisser, если >0.75 — Huynh-Feldt;"Игнорируют нарушение сферичности; используют нескорректированные p-value";2026-07-16 00:00:00
BANK_STAT_222;statistics;multiple_paired_test_selection;Parametric Analysis;Multiple Paired Groups;3;AI;Выбор между RM ANOVA и смешанной моделью;Повторные измерения 4 раза, n=30. Есть пропуски: у 5 человек нет 3-го измерения. RM ANOVA или mixed model?;RM ANOVA использует listwise deletion — удалит ВСЕ данные этих 5 человек (потеря информации). Mixed model (linear mixed effects) использует все доступные данные, не требует полных наблюдений. При пропусках mixed model предпочтительнее. Также mixed model гибче в моделировании ковариационной структуры;"Применяют RM ANOVA к данным с пропусками; теряют наблюдения и мощность";2026-07-16 00:00:00
BANK_STAT_223;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;1;AI;Когда Mann-Whitney вместо t-test;Назови три ситуации когда Mann-Whitney предпочтительнее t-теста.;1) Данные не нормально распределены (особенно при малых n). 2) Переменная измерена в порядковой шкале (например, удовлетворённость 1-5). 3) В данных есть выбросы, которые нельзя удалить. Mann-Whitney основан на рангах, поэтому робастен к нарушениям нормальности и выбросам;"Применяют Mann-Whitney для любых данных; не знают что при нормальности он менее мощный";2026-07-16 00:00:00
BANK_STAT_224;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;2;AI;Mann-Whitney или трансформация + t-test;Данные о доходах в двух группах. Сильная положительная асимметрия. Что выбрать: Mann-Whitney или log-трансформация + t-test?;Оба варианта приемлемы. Log-трансформация + t-test: если трансформация делает данные нормальными, t-test мощнее и даёт интерпретируемые оценки (среднее log-дохода). Mann-Whitney: проще, не требует подбора трансформации, робастен. Выбор: если log-трансформация хорошо нормализует — t-test, если нет — Mann-Whitney;"Применяют t-тест к сырым данным; не проверяют эффективность трансформации";2026-07-16 00:00:00
BANK_STAT_225;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;3;AI;Mann-Whitney vs бутстреп;Малые выборки: n₁=12, n₂=10. Данные асимметричны. Mann-Whitney или бутстреп для разницы средних?;Mann-Whitney: непараметрический, не требует нормальности, работает с малыми выборками. Бутстреп: непараметрический, сохраняет интерпретацию в терминах средних, но при очень малых n может быть нестабилен. Для n~10-12 оба подходят, но Mann-Whitney проще и стандартнее. Бутстреп — если важно оценить именно разницу средних с ДИ;"Думают что бутстреп всегда лучше; не учитывают что при малых n бутстреп может быть нерепрезентативен";2026-07-16 00:00:00
BANK_STAT_226;statistics;nonparametric_paired_selection;Nonparametric Analysis;Paired Samples;1;AI;Выбор: Wilcoxon или sign test;Две зависимые группы (до/после), n=15. Разности явно несимметричны. Какой тест?;Знаковый тест (sign test). Уилкоксон предполагает симметричность распределения разностей. При явной асимметрии Уилкоксон некорректен. Sign test использует только знак разности, не требует симметричности;"Применяют Уилкоксон не проверяя симметричность; думают что Уилкоксон полностью свободен от предположений";2026-07-16 00:00:00
BANK_STAT_227;statistics;nonparametric_paired_selection;Nonparametric Analysis;Paired Samples;2;AI;Сравнение мощности Wilcoxon и sign test;В каком случае мощность Уилкоксона существенно выше знакового теста? В каком они близки?;Уилкоксон мощнее когда разности распределены симметрично и есть вариация в их величине (использует ранги). Sign test теряет информацию о величине. При больших разностях (много ненулевых, разной величины) преимущество Уилкоксона велико. При малых разностях (много нулевых, остальные ±1) — тесты близки;"Всегда выбирают Уилкоксон; не оценивают структуру разностей";2026-07-16 00:00:00
BANK_STAT_228;statistics;nonparametric_paired_selection;Nonparametric Analysis;Paired Samples;3;AI;Выбор для малых n;Парные данные, n=8. Разности примерно симметричны. Уилкоксон или sign test? Почему это важно?;При n=8 Уилкоксон имеет ограничения: минимальное достижимое p-value (двустороннее) = 2×(1/2⁸) = 0.0078 для знакового теста. Для Уилкоксона p-value может быть меньше. Но при n<10 оба теста имеют низкую мощность. Лучше: увеличить выборку. Если невозможно — Уилкоксон (мощнее при симметрии). Осторожно с выводами;"Делают уверенные выводы при n=8; не осознают ограничения малых выборок";2026-07-16 00:00:00
BANK_STAT_229;statistics;nonparametric_multiple_independent_selection;Nonparametric Analysis;Multiple Independent Groups;1;AI;Когда Kruskal-Wallis вместо ANOVA;Три группы, n=12 в каждой. Данные — баллы удовлетворённости (порядковая шкала 1-7). Какой тест?;Kruskal-Wallis. Причина: 1) порядковая шкала (интервалы между баллами не обязательно равны), 2) малые выборки (нормальность трудно проверить). ANOVA предполагает количественную шкалу и нормальность;"Применяют ANOVA к порядковым данным; не задумываются о природе шкалы";2026-07-16 00:00:00
BANK_STAT_230;statistics;nonparametric_multiple_independent_selection;Nonparametric Analysis;Multiple Independent Groups;2;AI;Kruskal-Wallis или трансформация + ANOVA;Четыре группы, n≈25. Данные о времени выполнения задачи (положительная асимметрия). Log-трансформация практически нормализовала данные. Какой тест?;Если log-трансформация успешно нормализовала данные и дисперсии равны → ANOVA на трансформированных данных. Это мощнее Kruskal-Wallis. Но интерпретировать результаты нужно на log-шкале. Kruskal-Wallis — проще, не требует подбора трансформации, вывод о стохастическом доминировании;"Применяют ANOVA к сырым данным; или наоборот используют Kruskal-Wallis игнорируя возможность трансформации";2026-07-16 00:00:00
BANK_STAT_231;statistics;nonparametric_multiple_independent_selection;Nonparametric Analysis;Multiple Independent Groups;3;AI;Kruskal-Wallis при разных формах распределений;Kruskal-Wallis дал p=0.04. Но box-plot показывают что группы имеют разную форму распределения (разный разброс, разная асимметрия). Можно ли доверять результату?;"Kruskal-Wallis предполагает что группы имеют ОДИНАКОВУЮ форму распределения при верной H₀. Если формы разные, значимый результат может быть вызван различием в дисперсии или асимметрии, а не в медианах. Вывод ""медианы различаются"" будет некорректен. Лучше: интерпретировать как ""распределения различаются"", указать на ограничение";"Интерпретируют только как разницу медиан; не проверяют одинаковость форм";2026-07-16 00:00:00
BANK_STAT_232;statistics;nonparametric_multiple_paired_selection;Nonparametric Analysis;Multiple Paired Groups;1;AI;Когда Фридман вместо RM ANOVA;Повторные измерения (3 момента времени), n=20. Данные — оценка боли по шкале 0-10 (порядковая). Какой тест?;Фридман (Friedman test). Причина: порядковая шкала, возможная ненормальность. Фридман — непараметрический аналог RM ANOVA. Работает с рангами внутри каждого испытуемого;"Применяют RM ANOVA к порядковым данным; не знают про Фридмана";2026-07-16 00:00:00
BANK_STAT_233;statistics;nonparametric_multiple_paired_selection;Nonparametric Analysis;Multiple Paired Groups;2;AI;Фридман при нарушении сферичности;RM ANOVA: данные нормальны но сферичность нарушена. Можно ли использовать Фридмана как альтернативу?;Фридман не требует сферичности, это преимущество. Но: Фридман менее мощный чем RM ANOVA с корректировкой (GGe). Если данные нормальны — лучше RM ANOVA + корректировка. Если есть сомнения в нормальности — Фридман безопаснее;"Автоматически переходят на Фридмана при нарушении сферичности; не знают про корректировки";2026-07-16 00:00:00
BANK_STAT_234;statistics;nonparametric_multiple_paired_selection;Nonparametric Analysis;Multiple Paired Groups;3;AI;Сравнение Фридмана и смешанной модели;Множество повторных измерений (10 моментов), n=40. Данные — счётные (количество событий). Фридман или смешанная Пуассоновская модель?;Фридман работает с рангами, теряет информацию о величине. Для счётных данных лучше специальная модель: обобщённая линейная смешанная модель (GLMM) с Пуассоновским распределением. Сохраняет информацию о распределении, моделирует индивидуальные эффекты. Фридман — простой, но грубый для таких данных;"Применяют Фридман для любых данных с повторными измерениями; не рассматривают современные альтернативы";2026-07-16 00:00:00
