task_code;domain;pattern;pattern_group;pattern_subgroup;difficulty;title;prompt;loaded_to_db_at
STAT_1407_16;statistics;p_value;Hypothesis Testing;Foundations;1;Определение p-value;Дайте определение p-value.;2026-07-16 00:00:00
STAT_1407_17;statistics;type1_type2;Hypothesis Testing;Decision Making;1;Ошибка I рода;Дайте определение ошибки I рода и приведите пример.;2026-07-16 00:00:00
STAT_1407_18;statistics;type1_type2;Hypothesis Testing;Decision Making;1;Ошибка II рода;Дайте определение ошибки II рода и приведите пример.;2026-07-16 00:00:00
STAT_1407_19;statistics;interval_interpretation;Estimation;Confidence Intervals;1;Доверительный интервал;Дайте определение доверительного интервала.;2026-07-16 00:00:00
STAT_1407_20;statistics;central_limit_theorem;Hypothesis Testing;Foundations;1;Центральная предельная теорема;Что такое ЦПТ и зачем она нужна?;2026-07-16 00:00:00
STAT_1407_21;statistics;standard_error;Estimation;Estimation Concepts;1;Стандартная ошибка среднего;Что такое стандартная ошибка среднего?;2026-07-16 00:00:00
STAT_1407_22;statistics;normality_assessment;Assumption Tests;Normality;1;Проверка нормальности;Зачем проверять нормальность данных?;2026-07-16 00:00:00
STAT_1407_23;statistics;multiple_testing_correction;Hypothesis Testing;Advanced Topics;1;Поправка Бонферрони;Что делает поправка Бонферрони?;2026-07-16 00:00:00
STAT_1407_24;statistics;statistical_power;Hypothesis Testing;Decision Making;1;Мощность теста;Что такое мощность статистического теста?;2026-07-16 00:00:00
STAT_1407_25;statistics;test_selection;Hypothesis Testing;Test Selection;1;Параметрические и непараметрические тесты;Чем параметрические тесты отличаются от непараметрических?;2026-07-16 00:00:00
STAT_1407_26;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;3;Проверка гипотезы о среднем весе яблок;Решите задачу: проверить гипотезу о среднем весе яблок по выборке (n=9, x̄=145, s=8, μ₀=150, α=0.05).;2026-07-16 00:00:00
SQL_1507_01;sql;sql_commands;SQL Theory;Basics;1;TRUNCATE и тип команды SQL;К какому типу команд SQL относится TRUNCATE и почему именно к этому типу?;2026-07-16 00:00:00
SQL_1507_02;sql;constraints;SQL Theory;Basics;1;Внешний ключ и UNIQUE;Может ли внешний ключ ссылаться не на первичный ключ? Если да, при каком условии?;2026-07-16 00:00:00
SQL_1507_03;sql;indexes;SQL Theory;Performance;2;Индексы и внешние ключи;Что такое индекс? Зачем создавать индекс на внешний ключ, если он не создаётся автоматически?;2026-07-16 00:00:00
SQL_1507_04;sql;window_function_concepts;SQL Theory;Window Functions;2;ROW_NUMBER, RANK и DENSE_RANK;Чем ROW_NUMBER() отличается от RANK() и DENSE_RANK()? Когда следует использовать ROW_NUMBER()?;2026-07-16 00:00:00
SQL_1507_05;sql;join_concepts;SQL Theory;Joins;2;LEFT JOIN и WHERE;Как условие в WHERE на поле правой таблицы влияет на результат LEFT JOIN? Почему это происходит?;2026-07-16 00:00:00
SQL_1507_06;sql;rank_dense_rank;SQL Core;Window Functions;1;Ранжирование результатов;Найдите ранг результатов игры по убыванию без пропусков в рангах при одинаковых значениях.;2026-07-16 00:00:00
SQL_1507_07;sql;rank_dense_rank;SQL Core;Window Functions;2;N-я по величине зарплата;Найдите n-ю по величине уникальную зарплату. Если такой нет — верните NULL.;2026-07-16 00:00:00
SQL_1507_08;sql;conditional_aggregation;SQL Core;Aggregation;3;Cancellation Rate;Рассчитайте ежедневный cancellation rate для поездок, учитывая только незаблокированных клиентов и водителей.;2026-07-16 00:00:00
SQL_1507_09;sql;row_number;SQL Core;Window Functions;1;Первая дата входа;Найдите первую дату входа каждого игрока.;2026-07-16 00:00:00
SQL_1507_10;sql;regex;Data Handling;Strings;1;Проверка email регулярным выражением;Определите, является ли email валидным по упрощённым правилам.;2026-07-16 00:00:00
SQL_1507_11;sql;rank_dense_rank;SQL Core;Window Functions;1;Вторая зарплата двумя способами;Найдите вторую по величине зарплату двумя различными способами.;2026-07-16 00:00:00
SQL_1507_12;sql;rank_dense_rank;SQL Core;Window Functions;2;Третья зарплата по отделам;Для каждого отдела найдите третью по величине зарплату либо NULL.;2026-07-16 00:00:00
SQL_1507_13;sql;join;SQL Core;Joins;2;Сотрудники со второй зарплатой;Найдите сотрудников, имеющих вторую по величине зарплату в своём отделе.;2026-07-16 00:00:00
SQL_1507_14;sql;exists;SQL Core;Subqueries / CTE;2;Все заказы оплачены;Найдите покупателей, у которых все заказы имеют статус paid.;2026-07-16 00:00:00
SQL_1507_15;sql;exists;SQL Core;Subqueries / CTE;1;Есть хотя бы один возврат;Найдите покупателей, у которых есть хотя бы один возврат.;2026-07-16 00:00:00
SQL_1507_16;sql;having;SQL Core;Aggregation;2;Все заказы возвращены;Найдите покупателей, у которых количество возвратов равно количеству заказов.;2026-07-16 00:00:00
SQL_1507_17;sql;forward_fill;SQL Core;Window Functions;3;Forward Fill курсов валют;Постройте календарь курсов валют и заполните пропуски последним известным значением.;2026-07-16 00:00:00
SQL_1507_18;sql;date_functions;Data Handling;Dates;1;Длительность подписки;Рассчитайте длительность каждой подписки в днях.;2026-07-16 00:00:00
SQL_1507_19;sql;date_functions;Data Handling;Dates;2;Подписки более года;Найдите подписки длительностью более 12 месяцев с использованием AGE().;2026-07-16 00:00:00
SQL_1507_20;sql;conditional_aggregation;SQL Core;Aggregation;2;Retention по подпискам;Рассчитайте процент пользователей с подпиской более трёх месяцев.;2026-07-16 00:00:00
SQL_1507_21;sql;retention;Product Analytics;User Lifecycle;2;Retention по подпискам (альтернативная задача);Рассчитайте retention пользователей по длительности подписки.;2026-07-16 00:00:00
SQL_1507_22;sql;sql_reading;SQL Core;Basics;2;Анализ SQL-запроса;Объясните работу запроса с DENSE_RANK, LEFT JOIN и COALESCE.;2026-07-16 00:00:00
STAT_1507_22;statistics;one_sample_t_test;Parametric Analysis;One Sample Tests;2;Одновыборочный t-тест: теория;Для одновыборочного t-теста укажите H₀, формулу статистики, распределение статистики и правило принятия решения.;2026-07-16 00:00:00
STAT_1507_23;statistics;z_test_one_proportion;Parametric Analysis;One Sample Tests;2;Z-тест для одной доли: теория;Для Z-теста одной доли укажите H₀, формулу статистики, распределение статистики и правило принятия решения.;2026-07-16 00:00:00
STAT_1507_24;statistics;chi_square_variance_test;Parametric Analysis;One Sample Tests;2;Хи-квадрат для дисперсии: теория;Для критерия χ² для одной дисперсии укажите H₀, формулу статистики, распределение статистики и правило принятия решения.;2026-07-16 00:00:00
STAT_1507_25;statistics;mann_whitney_test;Nonparametric Analysis;Two Independent Samples;2;Критерий Манна—Уитни: теория;Для критерия Манна—Уитни укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1507_26;statistics;anova;Parametric Analysis;Multiple Independent Groups;2;ANOVA: теория;Для однофакторного ANOVA укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1507_27;statistics;z_test;Parametric Analysis;One Sample Tests;3;Проверка гипотезы о среднем чеке;В интернет-магазине средний чек в прошлом году составлял 2500 ₽ при σ = 400 ₽. По выборке из 100 покупателей получено среднее 2420 ₽. Проверьте гипотезу об изменении среднего чека при α = 0.05.;2026-07-16 00:00:00
STAT_1607_01;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантиль нормального распределения (левосторонний тест);Нормальное распределение, левосторонняя альтернатива, α = 0.05. Назовите критический квантиль.;2026-07-16 00:00:00
STAT_1607_02;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантиль нормального распределения (правосторонний тест);Нормальное распределение, правосторонняя альтернатива, α = 0.01. Назовите критический квантиль.;2026-07-16 00:00:00
STAT_1607_03;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантили нормального распределения (двусторонний тест);Нормальное распределение, двусторонняя альтернатива, α = 0.05. Назовите критические квантили.;2026-07-16 00:00:00
STAT_1607_04;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантиль t-распределения;t-распределение, df = 10, двусторонняя альтернатива, α = 0.05. Назовите критический квантиль.;2026-07-16 00:00:00
STAT_1607_05;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантиль t-распределения (правосторонний тест);t-распределение, df = 20, правосторонняя альтернатива, α = 0.05. Назовите критический квантиль.;2026-07-16 00:00:00
STAT_1607_06;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантиль χ²-распределения;χ²-распределение, df = 5, правосторонняя альтернатива, α = 0.05. Назовите критический квантиль.;2026-07-16 00:00:00
STAT_1607_07;statistics;critical_region;Hypothesis Testing;Foundations;2;Квантили χ²-распределения;χ²-распределение, df = 3, двусторонняя альтернатива, α = 0.05. Назовите нижний и верхний критические квантили.;2026-07-16 00:00:00
STAT_1607_08;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;2;Выбор теста: одна выборка;Одна выборка, среднее, нормальные данные, дисперсия неизвестна. Какой тест использовать?;2026-07-16 00:00:00
STAT_1607_09;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;2;Выбор теста: две независимые выборки;Две независимые выборки, средние, данные не нормальны. Какой тест использовать?;2026-07-16 00:00:00
STAT_1607_10;statistics;paired_categorical_selection;Categorical Analysis;Paired Categorical;2;Выбор теста: две зависимые бинарные выборки;Две зависимые выборки, бинарный признак. Какой тест использовать?;2026-07-16 00:00:00
STAT_1607_11;statistics;multiple_independent_test_selection;Parametric Analysis;Multiple Independent Groups;2;Выбор теста: три независимые группы;Три независимые группы, нормальные данные. Какой тест использовать? Что выбрать при неравенстве дисперсий?;2026-07-16 00:00:00
STAT_1607_12;statistics;independence_categorical_selection;Categorical Analysis;Independence Tests;2;Выбор теста: связь качественных признаков;Два качественных признака, независимые группы. Проверить наличие связи.;2026-07-16 00:00:00
STAT_1607_13;statistics;correlation_test_selection;Correlation;Correlation Mesuares;2;Выбор коэффициента корреляции;Два количественных признака, данные не нормальны, есть выбросы. Какой коэффициент использовать?;2026-07-16 00:00:00
STAT_1607_14;statistics;variance_assessment;Assumption Tests;Homogeneity of Variance;2;Выбор теста: одна дисперсия;Одна выборка, проверить дисперсию при нормальных данных.;2026-07-16 00:00:00
STAT_1607_15;statistics;nonparametric_multiple_paired_selection;Nonparametric Analysis;Multiple Paired Groups;2;Выбор теста: три зависимые группы;Три зависимые группы, данные не нормальны. Какой тест использовать?;2026-07-16 00:00:00
STAT_1607_16;statistics;welch_test;Parametric Analysis;Two Independent Samples;3;Теория: критерий Уэлча;Для критерия Уэлча укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1607_17;statistics;paired_t_test;Parametric Analysis;Paired Samples;3;Теория: парный t-тест;Для парного t-теста укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1607_18;statistics;wilcoxon_test;Nonparametric Analysis;Paired Samples;3;Теория: критерий Уилкоксона;Для критерия Уилкоксона укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1607_19;statistics;kruskal_wallis_test;Nonparametric Analysis;Multiple Independent Groups;3;Теория: критерий Краскела—Уоллиса;Для критерия Краскела—Уоллиса укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1607_20;statistics;chi_square_independence;Categorical Analysis;Independence Tests;3;Теория: χ² Пирсона;Для критерия χ² Пирсона укажите H₀, статистику, распределение и правило принятия решения.;2026-07-16 00:00:00
STAT_1607_21;statistics;z_test_one_proportion;Parametric Analysis;One Sample Tests;3;Проверка честности монеты;Монету подбросили 20 раз, орёл выпал 14 раз. Проверьте гипотезу о честности монеты с использованием нормальной аппроксимации при α = 0.05.;2026-07-16 00:00:00
STAT_1707_01;statistics;mcnemar_test;Categorical Analysis;Paired Categorical Tests;2;Критерий Мак-Немара;Для критерия Мак-Немара укажите H₀, тип данных, распределение статистики и правило принятия решения.;
STAT_1707_02;statistics;cochran_q_test;Categorical Analysis;Paired Categorical Tests;2;Q-критерий Кохрена;Для Q-критерия Кохрена укажите H₀, тип данных, распределение статистики и правило принятия решения.;
STAT_1707_03;statistics;fisher_exact_test;Categorical Analysis;Independence Tests;2;Точный критерий Фишера;Для точного критерия Фишера укажите H₀, тип данных, распределение статистики и правило принятия решения.;
STAT_1707_04;statistics;friedman_test;Nonparametric Analysis;Multiple Paired Groups;2;Критерий Фридмана;Для критерия Фридмана укажите H₀, тип данных, распределение статистики и правило принятия решения.;
STAT_1707_05;statistics;alexander_govern_test;Parametric Analysis;Multiple Independent Groups;2;Критерий Александера—Говерна;Для критерия Александера—Говерна укажите H₀, тип данных, распределение статистики и правило принятия решения.;
STAT_1707_06;statistics;paired_categorical_selection;Categorical Analysis;Paired Categorical;1;Выбор теста: две зависимые бинарные выборки;Две зависимые группы, бинарный признак. Какой тест использовать?;
STAT_1707_07;statistics;paired_categorical_selection;Categorical Analysis;Paired Categorical;1;Выбор теста: три зависимые бинарные выборки;Три зависимые группы, бинарный признак. Какой тест использовать?;
STAT_1707_08;statistics;independence_categorical_selection;Categorical Analysis;Independence Tests;1;Выбор теста: малые ожидаемые частоты;Два качественных признака, ожидаемые частоты меньше 5. Какой тест использовать?;
STAT_1707_09;statistics;nonparametric_multiple_paired_selection;Nonparametric Analysis;Multiple Paired Groups;1;Выбор теста: три зависимые ненормальные выборки;Три зависимые группы, данные не нормальны. Какой тест использовать?;
STAT_1707_10;statistics;multiple_independent_test_selection;Parametric Analysis;Multiple Independent Groups;1;Выбор теста: три независимые группы, неравные дисперсии;Три независимые группы, средние, нормальные данные, дисперсии не равны. Какой тест использовать?;
STAT_1707_11;statistics;paired_categorical_selection;Categorical Analysis;Paired Categorical;3;Собеседование: изменение удовлетворённости;Проверьте гипотезу об изменении удовлетворённости сотрудников до и после введения удалённой работы с помощью критерия Мак-Немара при уровне значимости 5%.;
SQL_1707_01;sql;aggregation_concepts;SQL Theory;Aggregation;2;GROUP BY и оконные функции;Можно ли использовать GROUP BY и оконные функции в одном запросе? В каком порядке они выполняются?;
SQL_1707_02;sql;null_handling;SQL Theory;NULL Handling;1;COUNT(*) vs COUNT(column);Чем COUNT(*) отличается от COUNT(column)? Какая функция учитывает строки с NULL?;
SQL_1707_03;sql;null_handling;SQL Theory;NULL Handling;2;NULLIF;Что делает NULLIF(a, b)? Приведите пример использования для предотвращения ошибки.;
SQL_1707_04;sql;window_function_concepts;SQL Theory;Window Functions;2;Накопительная сумма;Словами опишите, как посчитать накопительную сумму продаж с начала каждого месяца с помощью оконной функции.;
SQL_1707_05;sql;join_concepts;SQL Theory;Joins;2;INNER JOIN без ON;Что произойдёт, если выполнить INNER JOIN без условия ON? Как называется такое соединение и сколько строк получится?;
SQL_1707_06;sql;self_join;SQL Core;Joins;2;Тип узла дерева;Для каждой вершины дерева определите её тип: Root, Inner или Leaf.;
SQL_1707_07;sql;gaps_islands;SQL Core;Window Functions;3;Три последовательных дня в стадионе;Найдите записи, входящие в последовательности из трёх и более подряд идущих id, где people ≥ 100.;
SQL_1707_08;sql;data_modification;Data Handling;Data Modification;2;Замена значений ENUM;Одним UPDATE поменяйте местами значения 'm' и 'f' без временных таблиц.;
SQL_1707_09;sql;having;SQL Core;Aggregation;2;Актёр и режиссёр;Найдите пары actor_id и director_id, сотрудничавшие не менее трёх раз.;
SQL_1707_10;sql;regex;Data Handling;Strings;1;Проверка email;Найдите пользователей с валидным email по упрощённому шаблону.;
SQL_1707_11;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Иерархия сотрудников;Постройте иерархию сотрудников с использованием WITH RECURSIVE, определив уровень каждого сотрудника.;
SQL_1707_12;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Путь от CEO;Для каждого сотрудника постройте полный путь от CEO до сотрудника.;
SQL_1707_13;sql;recursive_cte;SQL Core;Subqueries / CTE;2;Сотрудники уровня 3;Выведите сотрудников третьего уровня иерархии.;
SQL_1707_14;sql;forward_fill;SQL Core;Window Functions;3;Forward Fill курсов валют;Для каждой валюты и каждого дня января заполните отсутствующие курсы последним известным значением.;
SQL_1707_15;sql;aggregation;SQL Core;Aggregation;2;Вторая зарплата;Найдите вторую по величине зарплату. Если её нет — верните NULL.;
SQL_1707_16;sql;aggregation;SQL Core;Aggregation;2;Сотрудники со второй зарплатой;Найдите сотрудников, имеющих вторую по величине зарплату.;
SQL_1707_17;sql;date_functions;Data Handling;Dates;2;Длительность проекта;Посчитайте длительность проекта в полных месяцах с использованием AGE и EXTRACT.;
SQL_1707_18;sql;sql_reading;SQL Core;Basics;2;Чтение рекурсивного CTE;Объясните работу рекурсивного CTE с построением пути сотрудников.;
SQL_1707_19;sql;running_aggregates;SQL Core;Window Functions;3;Скользящее среднее без нулей;Посчитайте скользящее среднее продаж за 7 дней, учитывая только дни с ненулевыми продажами.;
SQL_1707_20;sql;gaps_islands;SQL Core;Window Functions;3;Максимальный период бездействия;Для каждого пользователя найдите максимальное количество дней без активности.;
SQL_1707_21;sql;funnel;Product Analytics;Funnel Analysis;3;Простая воронка;Постройте воронку login → catalog → checkout и рассчитайте конверсию между шагами.;
STAT_1807_01;statistics;z_test_two_proportions;Parametric Analysis;Two Independent Samples;3;Z-тест для двух долей;Для Z-теста двух долей укажите H₀, тип данных, статистику, распределение и правило принятия решения.;
STAT_1807_02;statistics;fisher_f_test;Assumption Tests;Homogeneity of Variance;3;F-критерий Фишера;Для F-критерия Фишера укажите H₀, тип данных, статистику, распределение и правило принятия решения.;
STAT_1807_03;statistics;bartlett_test;Assumption Tests;Homogeneity of Variance;3;Критерий Бартлетта;Для критерия Бартлетта укажите H₀, тип данных, статистику, распределение и правило принятия решения.;
STAT_1807_04;statistics;levene_test;Assumption Tests;Homogeneity of Variance;3;Критерий Левена;Для критерия Левена укажите H₀, тип данных, статистику, распределение и правило принятия решения.;
STAT_1807_05;statistics;spearman_correlation;Correlation;Correlation Mesuares;3;Корреляция Спирмена;Для корреляции Спирмена укажите H₀, тип данных, статистику, распределение и правило принятия решения.;
STAT_1807_06;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;1;Выбор теста: две конверсии;Две независимые выборки, сравнить конверсии. Какой тест использовать?;
STAT_1807_07;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;1;Выбор теста: две выборки, дисперсии;Две независимые нормальные выборки. Проверить равенство дисперсий.;
STAT_1807_08;statistics;nonparametric_multiple_independent_selection;Nonparametric Analysis;Multiple Independent Groups;1;Выбор теста: три группы, ненормальные данные;Три независимые группы. Проверить равенство дисперсий при ненормальных данных.;
STAT_1807_09;statistics;spearman_correlation;Correlation;Correlation Mesuares;1;Выбор коэффициента связи;Два количественных признака, данные не нормальны, выбросов нет. Какой коэффициент использовать?;
STAT_1807_10;statistics;correlation_test_selection;Correlation;Correlation Mesuares;1;Выбор теста: три группы, нормальные данные;Три независимые группы. Проверить равенство дисперсий при нормальных данных.;
STAT_1807_11;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;Выбор теста: одна дисперсия;Одна выборка, проверить дисперсию при нормальных данных.;
STAT_1807_12;statistics;paired_test_selection;Parametric Analysis;Paired Samples;1;Выбор теста: две зависимые выборки;Две зависимые выборки, нормальные данные.;
STAT_1807_13;statistics;paired_categorical_selection;Categorical Analysis;Paired Categorical;1;Выбор теста: три зависимые бинарные выборки;Три зависимые группы, бинарный признак.;
STAT_1807_14;statistics;independence_categorical_selection;Categorical Analysis;Independence Tests;1;Выбор теста: малые ожидаемые частоты;Два качественных признака, ожидаемые частоты меньше 5.;
STAT_1807_15;statistics;nonparametric_multiple_independent_selection;Nonparametric Analysis;Multiple Independent Groups;1;Выбор теста: три независимые ненормальные выборки;Три независимые группы, средние, данные не нормальны.;
STAT_1807_16;statistics;z_test_two_proportions;Parametric Analysis;Two Independent Samples;3;Собеседование: сравнение двух конверсий;Проверьте гипотезу о различии конверсий двух рекомендательных систем при уровне значимости 5%.;
PROB_1807_01;theory;conditional_probability;Probability;Conditional;3;Условная вероятность на кубиках;Бросают два кубика. Известно, что сумма равна 8. Найдите вероятность того, что хотя бы на одном кубике выпало 5.;
PROB_1807_02;theory;distribution_concept;Distributions;Distribution Concepts;3;Пуассоновский процесс;Для пуассоновского процесса определить распределение числа событий, времени между событиями и математическое ожидание интервала.;
PROB_1807_03;theory;bayes;Probability;Bayes;3;Байес: спам-фильтр;Решить задачу по формуле Байеса с чувствительностью, специфичностью и базовой вероятностью события.;
PROB_1807_04;theory;law_of_total_expectation;Expectation & Variance;Expectation;2;Закон полного матожидания;Найти общее математическое ожидание по известным долям групп и их средним значениям.;
PROB_1807_05;theory;portfolio_variance;Expectation & Variance;Applications;3;Доходность и риск портфеля;Рассчитать ожидаемую доходность и риск портфеля по дисперсиям, ковариации и весам активов.;
PROB_1807_06;theory;classical_probability;Probability;Basics;2;Почему вычитается пересечение;Объяснить интуитивно формулу вероятности объединения двух событий.;
PROB_1807_07;theory;correlation;Dependence;Covariance;2;Корреляция без вычислений;Определить коэффициент корреляции между двумя линейно зависимыми случайными величинами.;
PROB_1807_08;theory;p_value;Hypothesis Testing;Foundations;3;Ловушка про уровень значимости;Объяснить, почему уровень значимости не является вероятностью ошибочного вывода после получения значимого результата.;
PROB_1807_09;theory;independence;Probability;Conditional;3;Отсутствие памяти;Объяснить свойство отсутствия памяти на примере серии неудачных бросков монеты.;
PROB_1807_10;theory;density_interpretation;Distributions;Distribution Functions;3;Экспоненциальное распределение;Объяснить форму плотности экспоненциального распределения и причину её убывания.;
PROB_1807_11;theory;chi_square_distribution;Distributions;Continuous;3;Зачем нужно распределение χ²;Объяснить назначение распределения хи-квадрат и привести пример его применения.;
SQL_1807_01;sql;constraints;SQL Theory;Basics;1;Первичный ключ;Что такое первичный ключ? Может ли он быть составным? Приведите пример.;
SQL_1807_02;sql;aggregation_concepts;SQL Theory;Aggregation;2;WHERE vs HAVING;Чем WHERE отличается от HAVING? В каком порядке они выполняются?;
SQL_1807_03;sql;union_vs_union_all;SQL Theory;Set Operations;2;UNION vs UNION ALL;Чем UNION отличается от UNION ALL? Какой из них работает быстрее и почему?;
SQL_1807_04;sql;cte_subquery;SQL Theory;Query Structure;3;Подзапросы и CTE;Что такое подзапрос? Чем он отличается от CTE (WITH ... AS)? Когда лучше использовать CTE?;
SQL_1807_05;sql;cte_subquery;SQL Theory;Query Structure;3;Коррелированный подзапрос;Что такое коррелированный подзапрос? Чем он отличается от обычного?;
SQL_1807_06;sql;regex;Data Handling;Strings;2;Regex: цифра перед расширением;Найти файлы, имя которых оканчивается цифрой перед расширением.;
SQL_1807_08;sql;data_modification;Data Handling;Data Modification;2;DELETE минимальной зарплаты;Удалить сотрудников с минимальной зарплатой через подзапрос.;
SQL_1807_09;sql;conditional_aggregation;SQL Core;Aggregation;1;Подсчёт до и после UPDATE;Посчитать количество сотрудников каждого пола до и после обмена значений.;
SQL_1807_10;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Иерархия категорий;Построить путь от корневой категории до каждой подкатегории с помощью рекурсивного CTE.;
SQL_1807_11;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Все потомки категории;Найти все подкатегории категории «Электроника» на любом уровне вложенности.;
SQL_1807_12;sql;forward_fill;SQL Core;Window Functions;3;Forward Fill цен акций;Построить календарь по каждому тикеру и заполнить пропущенные цены последним известным значением.;
SQL_1807_13;sql;union_union_all;Data Handling;Set Operations;3;UNION ALL и новые продукты;Объединить продажи двух лет и найти продукты, появившиеся только в 2024 году.;
SQL_1807_14;sql;conditional_aggregation;SQL Core;Aggregation;2;Сравнение выручки по годам;Сравнить выручку продуктов за 2023 и 2024 годы и рассчитать рост.;
SQL_1807_15;sql;sql_reading;SQL Core;Basics;3;Разбор SQL-запроса;Проанализировать запрос с Forward Fill, LAG и оконными функциями.;
STAT_1907_01;statistics;z_test;Parametric Analysis;One Sample Tests;2;Z-тест для среднего;Описать Z-тест для одной выборки: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_02;statistics;one_sample_t_test;Parametric Analysis;One Sample Tests;2;Одновыборочный t-тест;Описать t-тест для одной выборки: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_03;statistics;z_test_one_proportion;Parametric Analysis;One Sample Tests;2;Z-тест для одной доли;Описать Z-тест для одной доли: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_04;statistics;chi_square_variance_test;Parametric Analysis;One Sample Tests;2;Хи-квадрат для дисперсии;Описать критерий χ² для проверки дисперсии одной выборки.;
STAT_1907_05;statistics;two_sample_t_test;Parametric Analysis;Two Independent Samples;3;Двухвыборочный t-тест;Описать t-тест для двух независимых выборок при равенстве дисперсий.;
STAT_1907_06;statistics;welch_test;Parametric Analysis;Two Independent Samples;3;Критерий Уэлча;Описать критерий Уэлча: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_07;statistics;paired_t_test;Parametric Analysis;Paired Samples;3;Парный t-тест;Описать парный t-тест: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_08;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;Выбор Z-теста;Одна выборка, среднее, дисперсия известна. Выбрать тест.;
STAT_1907_09;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;1;Выбор двухвыборочного t-теста;Две независимые выборки, средние, дисперсии равны. Выбрать тест.;
STAT_1907_10;statistics;two_independent_test_selection;Parametric Analysis;Two Independent Samples;1;Выбор критерия Уэлча;Две независимые выборки, средние, дисперсии не равны. Выбрать тест.;
STAT_1907_11;statistics;paired_test_selection;Parametric Analysis;Paired Samples;1;Выбор парного t-теста;Две зависимые выборки, данные нормальны. Выбрать тест.;
STAT_1907_12;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;Выбор теста для одной доли;Одна выборка, проверить долю. Выбрать тест.;
STAT_1907_13;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;Выбор χ² для дисперсии;Одна выборка, проверить дисперсию. Выбрать тест.;
STAT_1907_14;statistics;one_sample_test_selection;Parametric Analysis;One Sample Tests;1;Выбор одновыборочного t-теста;Одна выборка, среднее, дисперсия неизвестна. Выбрать тест.;
STAT_1907_15;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;1;Выбор критерия Манна—Уитни;Две независимые выборки, данные не нормальны. Выбрать тест.;
STAT_1907_16;statistics;one_sample_t_test;Parametric Analysis;One Sample Tests;3;Проверка среднего срока службы;Проверить гипотезу о среднем сроке службы лампочек по выборке с использованием одновыборочного t-теста.;
STAT_1907_17;statistics;wilcoxon_test;Nonparametric Analysis;Paired Samples;3;Одновыборочный критерий знаков / Уилкоксона;Описать одновыборочный критерий знаков и критерий Уилкоксона: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_18;statistics;mann_whitney_test;Nonparametric Analysis;Two Independent Samples;3;Критерий Манна—Уитни;Описать критерий Манна—Уитни: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_19;statistics;z_test_two_proportions;Parametric Analysis;Two Independent Samples;3;Z-тест для двух долей;Описать Z-тест для двух долей: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_20;statistics;wilcoxon_test;Nonparametric Analysis;Paired Samples;3;Критерий Уилкоксона;Описать критерий Уилкоксона для зависимых выборок: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_21;statistics;anova;Parametric Analysis;Multiple Independent Groups;3;ANOVA;Описать дисперсионный анализ ANOVA: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_22;statistics;kruskal_wallis_test;Nonparametric Analysis;Multiple Independent Groups;3;Критерий Краскела—Уоллиса;Описать критерий Краскела—Уоллиса: H₀, распределение статистики, критерий отклонения H₀.;
STAT_1907_23;statistics;tukey_test;Parametric Analysis;Post-hoc Tests;3;Тест Тьюки;Описать post-hoc тест Тьюки: H₀, распределение статистики, критерий отклонения H₀.;
